replication,seed,final_time,workday_minutes,total_revenue,clients_generated,clients_completed,average_seller_wait,average_repair_wait,average_change_wait,seller_utilization,technician_utilization,specialist_utilization,completed_type_1,completed_type_2,completed_type_3,completed_type_4,revenue_type_1,revenue_type_2,revenue_type_3,revenue_type_4
143,12488,481.88022371172576,480,6700.0,22,22,0.22632577013423438,0.0,0.0,0.16755583177086172,0.21355979265602446,0.09077018718553331,9,7,1,5,0.0,2450.0,500.0,3750.0
144,12489,498.0608350132405,480,8950.0,39,39,0.05972963603760899,0.0,0.20048217453791242,0.2384460210667097,0.3847250520760986,0.30743346324829585,21,7,7,4,0.0,2450.0,3500.0,3000.0
145,12490,525.6047909234007,480,10450.0,28,28,0.036244765158840106,0.0,0.0,0.18202999390806854,0.23357085026900942,0.10026755573266356,9,7,4,8,0.0,2450.0,2000.0,6000.0
146,12491,500.55817313373103,480,5750.0,24,24,0.16205407908010785,0.0,0.0,0.15277575266619842,0.3642729192293784,0.09741000386642015,13,5,2,4,0.0,1750.0,1000.0,3000.0
147,12492,531.6293606305478,480,6850.0,20,20,0.0,0.0,0.0,0.12359054873588869,0.15684175617713494,0.014421398700563623,7,6,2,5,0.0,2100.0,1000.0,3750.0
148,12493,493.1771700505673,480,4850.0,18,18,0.15497028921943468,0.0,0.0,0.1295677706837207,0.19926273658315374,0.0,11,1,0,6,0.0,350.0,0.0,4500.0
149,12494,494.15354906014664,480,5900.0,21,21,0.0,0.0,0.0,0.12987431333870236,0.23688306894032451,0.00175097033735598,8,9,1,3,0.0,3150.0,500.0,2250.0
150,12495,482.6192913181751,480,6750.0,26,26,0.6715134932199079,0.0,0.0,0.16864249299081316,0.309149462419352,0.11214559592842567,14,5,1,6,0.0,1750.0,500.0,4500.0
151,12496,489.14098906188946,480,7950.0,26,26,0.0,0.0,0.0,0.15732608632687983,0.2881311075614644,0.07594423072641164,11,7,2,6,0.0,2450.0,1000.0,4500.0
152,12497,490.0738850164636,480,5450.0,25,25,0.31757521994250765,0.08291303825840543,0.0,0.14058830362117333,0.2847151265182265,0.13476292588600244,13,7,3,2,0.0,2450.0,1500.0,1500.0
153,12498,486.11048766491575,480,4200.0,12,12,0.0,0.0,0.0,0.0824599492486902,0.07610065860906269,0.027898773067882,5,2,1,4,0.0,700.0,500.0,3000.0
154,12499,483.15729682889844,480,5650.0,21,21,0.0,0.0,0.0,0.16094485926608282,0.18426242521505215,0.10729980436696553,11,4,1,5,0.0,1400.0,500.0,3750.0
155,12500,484.31844198215316,480,5550.0,19,19,0.0,0.0,0.0,0.13482207195867033,0.19718635488135744,0.0,10,3,0,6,0.0,1050.0,0.0,4500.0
156,12501,487.2603572462544,480,4550.0,17,17,0.0,0.0,0.0,0.1012176380339993,0.20457133985652265,0.014978454757797337,9,3,1,4,0.0,1050.0,500.0,3000.0
157,12502,519.4319199461929,480,8850.0,29,29,0.0,0.0,12.430530929128174,0.15311363081940477,0.26552959525741654,0.24155842377568543,10,11,4,4,0.0,3850.0,2000.0,3000.0
158,12503,490.78371916512134,480,7100.0,35,35,0.03747957922791889,0.0,2.2813568592435516,0.2102940036771824,0.2881934854084665,0.12678680273245357,21,6,4,4,0.0,2100.0,2000.0,3000.0
159,12504,494.13979992861795,480,6950.0,24,24,0.11147503303867505,0.0,0.0,0.1417458413282251,0.2599106947976065,0.04127621109688156,10,7,3,4,0.0,2450.0,1500.0,3000.0
160,12505,454.2128487702,480,5050.0,28,28,0.0,0.0,0.0,0.18354289556941095,0.30757887264169675,0.053291196131273776,17,8,0,3,0.0,2800.0,0.0,2250.0
161,12506,469.61165896057537,480,5650.0,19,19,0.011359149794693144,0.0,0.0,0.12093053753122471,0.11318751137243675,0.16055262489455527,8,4,4,3,0.0,1400.0,2000.0,2250.0
162,12507,488.138992211523,480,5200.0,30,30,0.2646261298514579,0.0,0.0,0.18789492684554832,0.20690132362868774,0.11524423128154784,19,7,1,3,0.0,2450.0,500.0,2250.0
163,12508,518.709620618494,480,10300.0,35,35,0.32608160660196533,0.0,0.0,0.20126289865446997,0.34380165731544415,0.08690714932578371,14,13,1,7,0.0,4550.0,500.0,5250.0
164,12509,483.10254025194007,480,7250.0,22,22,0.002482779953868172,0.0,11.474308398717517,0.14979665461283093,0.12778319392382134,0.24973496284477326,8,5,5,4,0.0,1750.0,2500.0,3000.0
165,12510,458.7022665141639,480,6700.0,17,17,0.0,0.0,0.0,0.11716927289253834,0.10424220823206218,0.011889592975708912,4,7,1,5,0.0,2450.0,500.0,3750.0
166,12511,449.7706627587293,480,5950.0,25,25,0.0,0.0,0.0,0.14465121937066625,0.26870321169987504,0.06802956717587115,10,12,2,1,0.0,4200.0,1000.0,750.0
167,12512,473.86695009261877,480,7800.0,22,22,0.2605553142646196,0.0,0.0,0.14044791831509967,0.16494843163734382,0.06087281869343604,7,8,1,6,0.0,2800.0,500.0,4500.0
168,12513,488.8265395544642,480,7900.0,19,19,0.267269626006882,0.0,0.0,0.12723156429518645,0.18695372248740258,0.028120712789078475,6,4,1,8,0.0,1400.0,500.0,6000.0
169,12514,490.9726042607962,480,10200.0,23,23,0.07416634386834176,0.0,0.0,0.17434848268984554,0.1691368717738597,0.022556252116662127,5,7,2,9,0.0,2450.0,1000.0,6750.0
170,12515,471.75072764757476,480,7450.0,27,27,0.2443362757948901,0.0,16.56552042207221,0.1627637090432605,0.172880373940223,0.17233830863894195,12,7,4,4,0.0,2450.0,2000.0,3000.0
171,12516,496.3528877534924,480,4400.0,14,14,0.0,0.0,0.0,0.06784603474632173,0.12698982564063757,0.0,6,4,0,4,0.0,1400.0,0.0,3000.0
172,12517,485.9888513378891,480,9000.0,24,24,0.0,0.0,0.0,0.1777524028054963,0.27317083817300614,0.03168815621044518,9,5,1,9,0.0,1750.0,500.0,6750.0
173,12518,456.67855236421843,480,5550.0,21,21,0.07694414151436713,0.0,0.0,0.1223107259088841,0.25578056767242213,0.16245454526406852,9,8,1,3,0.0,2800.0,500.0,2250.0
174,12519,566.0051015057018,480,4900.0,20,20,0.23521698622287773,0.0,2.0175903976505367,0.10546029829582385,0.2160440528949311,0.139338322222048,10,4,4,2,0.0,1400.0,2000.0,1500.0
175,12520,532.2197506173394,480,6450.0,20,20,0.4455010242834277,0.0,0.0,0.1443421383765091,0.20941114439684036,0.002141014167388387,10,2,1,7,0.0,700.0,500.0,5250.0
176,12521,493.16274919768307,480,4750.0,19,19,0.0,0.0,0.0,0.10899659406014102,0.22168833765379445,0.0,10,5,0,4,0.0,1750.0,0.0,3000.0
177,12522,500.4239090734271,480,5200.0,23,23,0.49758788209389593,0.0,0.0,0.14944524479228213,0.16700953345582598,0.20793676912965223,13,2,6,2,0.0,700.0,3000.0,1500.0
178,12523,459.16956721023894,480,3550.0,14,14,0.24184895805488185,0.0,0.0,0.07702907551210533,0.14109949222226273,0.032126551331910495,7,3,2,2,0.0,1050.0,1000.0,1500.0
179,12524,481.0412230557961,480,5850.0,22,22,0.030626991650861288,0.0,2.179097054644482,0.1353020220376621,0.19252614708449528,0.030338774831800166,10,6,3,3,0.0,2100.0,1500.0,2250.0
180,12525,477.49879165923954,480,5000.0,24,24,0.04045282242660638,0.0,0.0,0.14356885469745284,0.2449198751911637,0.026581194463435716,14,5,2,3,0.0,1750.0,1000.0,2250.0
181,12526,479.7940457657027,480,10150.0,27,27,0.16542879725272575,0.0,0.0,0.16487504715130583,0.23581996079388545,0.0859253068229568,7,9,5,6,0.0,3150.0,2500.0,4500.0
182,12527,488.08552117887484,480,9600.0,29,29,0.12200820280127275,0.0,0.0,0.16483877960162646,0.3346772205633559,0.2491889471187163,9,11,4,5,0.0,3850.0,2000.0,3750.0
183,12528,464.27509986611665,480,5600.0,18,18,0.0,0.0,0.0,0.10959194347174418,0.12689338289214167,0.04823548639888745,7,6,1,4,0.0,2100.0,500.0,3000.0
184,12529,478.1806255820458,480,4850.0,16,16,0.0,0.0,0.0,0.09341639458822544,0.07493891227818313,0.15172997668482344,8,1,3,4,0.0,350.0,1500.0,3000.0
185,12530,560.5384400232915,480,10850.0,27,27,0.05524839008128405,0.0,0.0,0.16579781013893918,0.2582075218360623,0.1270436273196735,8,6,4,9,0.0,2100.0,2000.0,6750.0
186,12531,482.7289120747207,480,8100.0,27,27,0.0,0.8994887173433701,0.0,0.18092872781914482,0.19707586455351614,0.12724326330391053,13,6,0,8,0.0,2100.0,0.0,6000.0
187,12532,496.162959500365,480,7350.0,25,25,0.3151167779491232,0.0,16.303146815984302,0.15992330155899565,0.19033464925750132,0.19748736626524077,11,6,3,5,0.0,2100.0,1500.0,3750.0
188,12533,461.04466060056586,480,5900.0,20,20,0.0,0.0,0.0,0.13686664360369752,0.29916469326765455,0.05167825327379141,7,9,1,3,0.0,3150.0,500.0,2250.0
189,12534,479.4829182654837,480,7750.0,21,21,0.12757727600180824,0.0,0.0,0.1519894745498479,0.24928855264814398,0.003393765297422259,8,5,0,8,0.0,1750.0,0.0,6000.0
190,12535,486.5210435593449,480,7950.0,26,26,0.0,0.0,0.0,0.16695124770034658,0.23838104756507245,0.06932115137599057,11,7,2,6,0.0,2450.0,1000.0,4500.0
191,12536,470.4883892587734,480,6850.0,29,29,0.09794988327073811,0.0,0.0,0.18322085576832164,0.23760338286436608,0.13488196960025542,16,6,2,5,0.0,2100.0,1000.0,3750.0
192,12537,528.8371696501852,480,5700.0,19,19,0.263238601536506,0.0,0.0,0.12113443266735274,0.19498555499766979,0.052334059357930486,7,7,2,3,0.0,2450.0,1000.0,2250.0
193,12538,481.2455925170155,480,8850.0,25,25,0.11743379509973692,0.0,0.0,0.17027131723132033,0.1080678071120565,0.08028222432840594,9,6,3,7,0.0,2100.0,1500.0,5250.0
194,12539,479.83577109660234,480,4600.0,21,21,0.10661095954086991,0.0,0.0,0.11740547329389066,0.20406289847943865,0.14120900301841663,11,6,2,2,0.0,2100.0,1000.0,1500.0
195,12540,359.1348773221369,480,3600.0,14,14,0.0,0.0,0.0,0.12548098963340323,0.16778015405479418,0.0,6,6,0,2,0.0,2100.0,0.0,1500.0
196,12541,519.8812646580103,480,6200.0,22,22,0.2765572917478675,0.0,0.0,0.12648792815141935,0.2518578210164591,0.05796622063832811,10,7,0,5,0.0,2450.0,0.0,3750.0
197,12542,519.2558490013146,480,9450.0,29,29,0.05857246075511519,0.0,0.0,0.1687709851342494,0.1979028603130467,0.15577331322635762,11,7,5,6,0.0,2450.0,2500.0,4500.0
198,12543,531.4925916292461,480,2150.0,20,20,0.0,0.0,0.0,0.10112192777190206,0.24489489939718043,0.0,15,4,0,1,0.0,1400.0,0.0,750.0
199,12544,400.54230362907504,480,4000.0,19,19,0.0,0.0,0.0,0.11678497761034214,0.1563580333587099,0.07028524700605845,10,5,3,1,0.0,1750.0,1500.0,750.0
200,12545,554.1574637080699,480,7500.0,25,25,0.0,0.0,0.0,0.13378733553579736,0.1408753142944366,0.26424265066501573,10,5,7,3,0.0,1750.0,3500.0,2250.0
201,12546,511.1839438190316,480,8000.0,22,22,0.5508491073840286,0.0,0.0,0.14022099333595492,0.3074338414496554,0.08233332987336786,8,5,2,7,0.0,1750.0,1000.0,5250.0
202,12547,431.131512474607,480,6200.0,21,21,0.0,0.0,0.0,0.144884940437253,0.13119782062208626,0.02917598560961074,8,7,3,3,0.0,2450.0,1500.0,2250.0
203,12548,529.2385770871444,480,6200.0,25,25,0.0,0.0,0.0,0.12013276885858866,0.2066114712753838,0.04721117384191151,12,7,3,3,0.0,2450.0,1500.0,2250.0
204,12549,466.4042965406502,480,4000.0,15,15,0.0,0.0,0.0,0.07765829980806324,0.21391698341251317,0.0,7,5,0,3,0.0,1750.0,0.0,2250.0
205,12550,498.35137938428795,480,4650.0,18,18,0.5553543415509223,0.0,0.0,0.09642007643884154,0.1271934449464992,0.030952509057855408,9,4,2,3,0.0,1400.0,1000.0,2250.0
206,12551,511.90771390489346,480,6450.0,25,25,0.0,0.0,0.0,0.13066993059836088,0.28552003772398316,0.01932720972874544,12,7,2,4,0.0,2450.0,1000.0,3000.0
207,12552,492.37068813705196,480,7500.0,23,23,0.20311476291982816,0.0,0.0,0.15734943141181845,0.16645989323292737,0.012929217902360696,10,5,1,7,0.0,1750.0,500.0,5250.0
208,12553,457.07899466959356,480,4250.0,21,21,0.1722206147794298,0.0,0.0,0.1400638572209228,0.27799261705121847,0.07419189349814405,12,5,2,2,0.0,1750.0,1000.0,1500.0
209,12554,450.4188336724794,480,4900.0,19,19,0.0,0.0,0.0,0.12058136700209075,0.20596474057821793,0.03193456924777265,10,4,1,4,0.0,1400.0,500.0,3000.0
210,12555,489.0271579500949,480,5250.0,25,25,0.2708019583101009,0.0,0.0,0.13849066892978332,0.2815406114376672,0.04040819017623592,15,5,1,4,0.0,1750.0,500.0,3000.0
211,12556,533.3664783821672,480,9200.0,25,25,0.0,0.0,0.0,0.15605041651936788,0.25982580538638744,0.12248194136843038,8,7,3,7,0.0,2450.0,1500.0,5250.0
212,12557,482.4125624066664,480,11050.0,29,29,0.09866757073323164,0.0,0.0,0.22207937417007495,0.23845475743793118,0.10128798350264388,9,8,3,9,0.0,2800.0,1500.0,6750.0
213,12558,485.12422113885,480,7550.0,27,27,0.06801256214078283,0.0,0.0,0.15458155218701053,0.25714714129581406,0.06145823808754581,12,8,2,5,0.0,2800.0,1000.0,3750.0
214,12559,488.4423580995467,480,8050.0,17,17,0.0,0.0,0.0,0.1489230648783037,0.06296782852751023,0.10289675238481034,4,3,2,8,0.0,1050.0,1000.0,6000.0
215,12560,484.24280788259824,480,7800.0,23,23,0.0,0.0,0.0,0.1425195789490475,0.22337951685576174,0.014005629534306051,8,8,1,6,0.0,2800.0,500.0,4500.0
216,12561,495.5598316282651,480,5050.0,21,21,0.23640826168001386,0.0,24.633927982594628,0.12593212072615834,0.16102740447779806,0.18691759173500225,11,3,5,2,0.0,1050.0,2500.0,1500.0
217,12562,434.4473723760845,480,5050.0,26,26,0.04645584686941799,0.0,0.0,0.16323755234041926,0.3139559297644077,0.10190709545267547,17,3,2,4,0.0,1050.0,1000.0,3000.0
218,12563,484.77683352401124,480,6350.0,21,21,0.1041931821644761,0.0,0.0,0.11877715253011219,0.2673340871116879,0.20486769854503467,8,6,4,3,0.0,2100.0,2000.0,2250.0
219,12564,466.63957719917613,480,4100.0,15,15,0.0,0.0,0.0,0.09435671432022717,0.2105041897494103,0.015764995039792777,6,6,1,2,0.0,2100.0,500.0,1500.0
220,12565,493.7583024774832,480,4650.0,21,21,0.0,0.0,0.0,0.09956563781942156,0.26571724837586735,0.19797530459008889,11,4,5,1,0.0,1400.0,2500.0,750.0
221,12566,458.89767964071996,480,6850.0,19,19,0.0,0.0,0.0,0.14505001659859348,0.06709150695603261,0.0004640504084208797,9,1,1,8,0.0,350.0,500.0,6000.0
222,12567,498.6213557307513,480,4300.0,17,17,0.0,0.0,0.3381780932319032,0.09164738898971116,0.07901635814139621,0.0823124675448875,9,3,2,3,0.0,1050.0,1000.0,2250.0
223,12568,503.4236886684902,480,9650.0,26,26,0.0,0.0,4.533805542440035,0.17205871621849075,0.16565755584701108,0.2139826229811406,9,4,6,7,0.0,1400.0,3000.0,5250.0
224,12569,505.7420965272975,480,6350.0,23,23,0.17594662290251198,0.0,1.2356838170719584,0.14092071544181842,0.18798903276905335,0.03343912041024082,13,1,3,6,0.0,350.0,1500.0,4500.0
225,12570,482.3531088582555,480,8750.0,27,27,0.04999122253494298,0.0,0.38882393697834344,0.16714880895489934,0.2056415927468827,0.11768162838267698,11,5,5,6,0.0,1750.0,2500.0,4500.0
226,12571,489.4268363624166,480,4050.0,17,17,0.0,0.0,0.0,0.09236556642194306,0.26471380364784697,0.02894597040091636,7,8,1,1,0.0,2800.0,500.0,750.0
227,12572,467.5875383607301,480,5600.0,19,19,0.03421093042799097,0.0,0.0,0.13392068840351945,0.125236230880209,0.06954623778232143,8,6,1,4,0.0,2100.0,500.0,3000.0
228,12573,495.72862591361627,480,8250.0,27,27,0.055507771621280344,0.0,0.0,0.1556467708181085,0.31499522688255327,0.28027751311785826,12,5,4,6,0.0,1750.0,2000.0,4500.0
229,12574,491.14825042296326,480,4050.0,14,14,0.0,0.0,0.0,0.0837479937011076,0.05724374766563691,0.06303137653509813,6,3,3,2,0.0,1050.0,1500.0,1500.0
230,12575,433.05109663134886,480,5900.0,23,23,0.19444246542426824,0.0,0.0,0.1521294899018586,0.2785414234031896,0.15761286891167825,12,4,3,4,0.0,1400.0,1500.0,3000.0
231,12576,487.6059966871858,480,4850.0,21,21,0.6455037393421295,1.000024242112672,11.378120705559638,0.12911118558705303,0.24546912872900128,0.11618013304018378,11,6,1,3,0.0,2100.0,500.0,2250.0
232,12577,601.033809797249,480,8600.0,28,28,0.45963943312892347,0.0,3.2091326581029023,0.13912496907202412,0.2652450472383689,0.11200642576003107,12,6,4,6,0.0,2100.0,2000.0,4500.0
233,12578,480.4608125840144,480,8300.0,26,26,0.3092450563203871,0.0,0.0,0.17704533429263464,0.2766734380145416,0.07759367929527188,10,8,2,6,0.0,2800.0,1000.0,4500.0
234,12579,501.0508475282632,480,6400.0,23,23,0.139214147953993,0.0,0.0,0.12447086347362267,0.1752333688560645,0.06666025905385695,9,9,2,3,0.0,3150.0,1000.0,2250.0
235,12580,490.7264811906744,480,10600.0,25,25,0.0010376298243772908,0.0,0.0,0.1712060056094807,0.12255344503533253,0.04969585609000682,7,6,2,10,0.0,2100.0,1000.0,7500.0
236,12581,452.95383803320755,480,9600.0,29,29,0.02033944924920465,0.0,2.9492479784144336,0.18673017679707588,0.1928423936277902,0.1835931351852935,11,6,6,6,0.0,2100.0,3000.0,4500.0
237,12582,570.740788351007,480,5100.0,23,23,0.07464130278235545,0.0,0.0,0.12211939264470278,0.22730601608126585,0.0,13,6,0,4,0.0,2100.0,0.0,3000.0
238,12583,496.43873758680496,480,5750.0,21,21,0.023880201810383046,0.0,0.0,0.12912795683399542,0.23843234666030635,0.07967515564397665,10,5,2,4,0.0,1750.0,1000.0,3000.0
239,12584,466.4639883275847,480,5150.0,22,22,0.0,0.0,0.0,0.13281904322794383,0.18477073059878196,0.0,13,4,0,5,0.0,1400.0,0.0,3750.0
240,12585,461.45105716710907,480,2800.0,18,18,0.0,0.0,0.0,0.1054914921566729,0.21270062665925824,0.22335838268052854,12,3,2,1,0.0,1050.0,1000.0,750.0
241,12586,496.5839562637856,480,5850.0,22,22,0.0,0.0,0.0,0.13758827867149995,0.19673378983375783,0.05918734105606982,13,1,2,6,0.0,350.0,1000.0,4500.0
242,12587,460.419348928008,480,5250.0,27,27,0.0,0.0,0.0,0.16243451656388835,0.22438739474918906,0.05093841489398118,17,5,1,4,0.0,1750.0,500.0,3000.0
243,12588,496.3053073515513,480,6200.0,25,25,0.0,0.0,0.0,0.1301148878653664,0.2099403775655921,0.06947252691245738,12,7,3,3,0.0,2450.0,1500.0,2250.0
244,12589,463.9310939192067,480,5400.0,15,15,0.0,0.0,0.0,0.1189304825315877,0.09055691546501775,0.1558966990731454,5,4,2,4,0.0,1400.0,1000.0,3000.0
245,12590,502.73282167506073,480,4700.0,23,23,0.0,0.0,0.0,0.12985131575523423,0.17521141795868314,0.06629718435176961,15,2,2,4,0.0,700.0,1000.0,3000.0
246,12591,503.2923269649066,480,8300.0,25,25,0.26721407077896514,0.0,0.0,0.14220889018591287,0.23609267247268867,0.1110506520367984,9,8,2,6,0.0,2800.0,1000.0,4500.0
247,12592,505.75209082454495,480,5400.0,23,23,0.0,0.0,0.0,0.15557813085653494,0.13459926154998675,0.0341145715782365,13,4,2,4,0.0,1400.0,1000.0,3000.0
248,12593,475.58685739690463,480,4300.0,17,17,0.0,0.0,0.0,0.08811187235658298,0.17573533300992358,0.0,7,8,0,2,0.0,2800.0,0.0,1500.0
249,12594,485.7639142976884,480,5350.0,20,20,0.12897163364510505,0.0,0.0,0.13578860817964364,0.27694298047960036,0.01311014943271006,9,6,2,3,0.0,2100.0,1000.0,2250.0
250,12595,484.6259212140481,480,6600.0,22,22,0.23727368235269222,0.0,0.0,0.13442028018889304,0.1889081552642162,0.007258740260003019,7,11,1,3,0.0,3850.0,500.0,2250.0
251,12596,480.8162612274375,480,10200.0,26,26,0.0,0.0,11.656326307553712,0.17354250944114616,0.18842752079100347,0.31469902470527406,7,7,5,7,0.0,2450.0,2500.0,5250.0
252,12597,532.8464733028882,480,8250.0,21,21,0.07910571875826344,0.0,0.0,0.11814087659255182,0.19679001551728784,0.04166318857929132,7,5,1,8,0.0,1750.0,500.0,6000.0
253,12598,514.4023739440294,480,7950.0,23,23,0.11405513216618354,0.0,0.0,0.17490143927046767,0.17983232326576726,0.07018514335972502,11,2,1,9,0.0,700.0,500.0,6750.0
254,12599,506.3436335319707,480,7150.0,30,30,0.0,0.0,0.0,0.15552292366830112,0.3208634007307082,0.03687030675432588,15,9,2,4,0.0,3150.0,1000.0,3000.0
255,12600,430.3180015350994,480,5550.0,25,25,0.0,0.0,0.0,0.1647965249165187,0.31010139552753613,0.15962827698032575,15,3,3,4,0.0,1050.0,1500.0,3000.0
256,12601,470.5420417291024,480,5250.0,18,18,0.0,0.0,0.0,0.10873341302221187,0.2675083379589336,0.011970711067829262,8,5,1,4,0.0,1750.0,500.0,3000.0
257,12602,507.3322557623749,480,6250.0,24,24,0.1854387863668118,0.0,0.0,0.1555162616790535,0.24823448779166113,0.05882202484817623,12,5,3,4,0.0,1750.0,1500.0,3000.0
258,12603,485.3457116129143,480,9300.0,31,31,0.1871714908670143,0.0,0.0,0.1930606782524932,0.25443981760072326,0.2075350628676498,13,8,4,6,0.0,2800.0,2000.0,4500.0
259,12604,443.46486847803413,480,5550.0,20,20,0.3081141279596785,0.0,0.0,0.13055466181815265,0.20184173248725687,0.10732476386854566,10,3,3,4,0.0,1050.0,1500.0,3000.0
260,12605,478.77814396912675,480,6150.0,30,30,0.07347257793450884,0.4217309834951857,1.872267209313918,0.18750582921899822,0.31598236986862455,0.10643722857084757,16,9,3,2,0.0,3150.0,1500.0,1500.0
261,12606,485.62295802622833,480,9550.0,37,37,0.19132807468775115,5.722056549103894,0.0,0.21254206828540864,0.4723810792945941,0.2410538155379814,19,8,3,7,0.0,2800.0,1500.0,5250.0
262,12607,478.7257783318019,480,6000.0,22,22,0.18880856092437107,0.0,0.0,0.14533747216471718,0.21479987123023198,0.008897043652612303,11,5,1,5,0.0,1750.0,500.0,3750.0
263,12608,509.6228101112457,480,6600.0,21,21,0.0,0.0,0.0,0.13038690599964786,0.3172620350062759,0.0,9,6,0,6,0.0,2100.0,0.0,4500.0
264,12609,512.7283318403247,480,10750.0,36,36,0.2425725984285931,0.0,0.0,0.18344190828922435,0.2151094240056247,0.33584874082411365,15,10,4,7,0.0,3500.0,2000.0,5250.0
265,12610,394.7075693182298,480,5600.0,18,18,0.052838575010911076,0.0,0.0,0.13631853318392562,0.24742178397834713,0.02430556005232805,7,6,1,4,0.0,2100.0,500.0,3000.0
266,12611,477.8536870653404,480,5500.0,21,21,0.0,0.0,0.0,0.1390772167145954,0.23432024379208932,0.0,11,5,0,5,0.0,1750.0,0.0,3750.0
267,12612,492.4287838389354,480,8300.0,23,23,0.14173883251065372,0.0,0.0,0.14028065858609476,0.24377161271264594,0.17920418997989884,7,8,2,6,0.0,2800.0,1000.0,4500.0
268,12613,448.471994202534,480,7950.0,25,25,0.3067809046815108,0.0,0.0,0.2047571064932223,0.19410390858688903,0.17598550723504114,12,2,4,7,0.0,700.0,2000.0,5250.0
269,12614,504.20198872685233,480,4800.0,22,22,0.0,0.0,0.0,0.11595568681176949,0.1902060803871955,0.07682950347329587,13,3,3,3,0.0,1050.0,1500.0,2250.0
270,12615,444.63084833157035,480,5050.0,23,23,0.0,0.0,0.0,0.13964961753930344,0.18035637217258813,0.03482850939119996,14,3,2,4,0.0,1050.0,1000.0,3000.0
271,12616,509.6531334972198,480,8850.0,25,25,0.0,0.0,0.0,0.15255429299666493,0.2949122563888292,0.08918271057918153,7,11,1,6,0.0,3850.0,500.0,4500.0
272,12617,365.380127219394,480,3250.0,13,13,0.0,0.0,0.0,0.09656140973677874,0.27191772260587194,0.0,6,5,0,2,0.0,1750.0,0.0,1500.0
273,12618,546.1469088322713,480,7700.0,23,23,0.23967240951695726,0.0,0.0,0.13957883929320825,0.19561020637826732,0.04347265348143972,8,7,3,5,0.0,2450.0,1500.0,3750.0
274,12619,507.0482135873797,480,5500.0,24,24,0.0,0.0,0.0,0.1545364992122014,0.28720522381709235,0.0,14,5,0,5,0.0,1750.0,0.0,3750.0
275,12620,491.71796873024954,480,6750.0,26,26,0.22867480771186768,0.0,0.0,0.16963277133535598,0.26281709234214434,0.09532014205643435,13,5,4,4,0.0,1750.0,2000.0,3000.0
276,12621,491.98655296590874,480,5200.0,21,21,0.0,0.0,0.0,0.12426247762757771,0.15482562497003244,0.12339141709851004,12,2,3,4,0.0,700.0,1500.0,3000.0
277,12622,518.402672027805,480,6600.0,24,24,0.0,0.0,4.425788772466025,0.13958022674346882,0.22223165454650237,0.1301418559985291,11,6,3,4,0.0,2100.0,1500.0,3000.0
278,12623,605.6106326895266,480,6600.0,18,18,0.0,0.0,0.0,0.09846583892468573,0.21037846969302748,0.0,6,6,0,6,0.0,2100.0,0.0,4500.0
279,12624,424.0448979205605,480,6200.0,23,23,0.027572422048674227,0.0,0.0,0.15779274471602345,0.29664701150640943,0.09924116987010997,13,2,2,6,0.0,700.0,1000.0,4500.0
280,12625,508.40739647804315,480,6900.0,25,25,0.38018542882760586,0.15832202341371576,0.0,0.12995197948841397,0.18173818344064566,0.03160100475435014,10,9,3,3,0.0,3150.0,1500.0,2250.0
281,12626,528.9985665121367,480,3500.0,22,22,0.1129373973087159,0.0,0.0,0.12864474837072695,0.19272978076189048,0.03263215309422744,14,5,2,1,0.0,1750.0,1000.0,750.0
282,12627,588.5768869838789,480,7350.0,22,22,0.0,0.0,0.0,0.11088226037610538,0.20630017588355307,0.0607988748998091,8,6,3,5,0.0,2100.0,1500.0,3750.0
283,12628,500.3906631311676,480,4750.0,19,19,0.2258704004795923,0.0,0.0,0.11241235284932383,0.20301240296752868,0.0,10,5,0,4,0.0,1750.0,0.0,3000.0
284,12629,488.1106038946049,480,4500.0,25,25,0.0,0.0,0.0,0.15969376442879804,0.21059080156782017,0.035371954870539686,16,5,1,3,0.0,1750.0,500.0,2250.0
285,12630,469.03439576353094,480,5250.0,22,22,0.2032668125300913,0.0,0.0,0.12689691737255246,0.2185911131116083,0.08320511174536255,11,5,4,2,0.0,1750.0,2000.0,1500.0
286,12631,445.32525828223373,480,6250.0,29,29,0.0,0.1944727646694787,0.0,0.1978723212405868,0.34198997520808905,0.1601961542476718,15,10,1,3,0.0,3500.0,500.0,2250.0
287,12632,517.9949568161126,480,7500.0,24,24,0.010663990018533317,0.0,0.0,0.1470386151596898,0.11783136394735182,0.15456342048289876,10,5,4,5,0.0,1750.0,2000.0,3750.0
288,12633,465.6314677349652,480,7950.0,23,23,0.0,0.0,4.009273291399245,0.16719312853981394,0.27746069924220274,0.20009723476069166,7,7,5,4,0.0,2450.0,2500.0,3000.0
289,12634,497.5173251320438,480,10200.0,32,32,0.026519398831265306,0.08754491469657859,0.0,0.21034541139895305,0.29074907456007254,0.11280543656542519,11,12,3,6,0.0,4200.0,1500.0,4500.0
290,12635,469.752934380263,480,7450.0,26,26,0.017788157790463652,0.0,0.0,0.16992195148752562,0.29478866171202345,0.05531967007889968,14,2,3,7,0.0,700.0,1500.0,5250.0
291,12636,482.0817351490947,480,4700.0,17,17,0.1437256119306282,0.0,2.7713686824998263,0.08406132727671464,0.16595987238743393,0.2035113309370349,6,7,3,1,0.0,2450.0,1500.0,750.0
