replication,seed,final_time,workday_minutes,total_revenue,clients_generated,clients_completed,average_seller_wait,average_repair_wait,average_change_wait,seller_utilization,technician_utilization,specialist_utilization,completed_type_1,completed_type_2,completed_type_3,completed_type_4,revenue_type_1,revenue_type_2,revenue_type_3,revenue_type_4
292,12637,454.2525959631115,480,7400.0,21,21,0.0,0.0,2.5758314852039113,0.1658940937264847,0.17573538421129525,0.07986716927505265,8,4,3,6,0.0,1400.0,1500.0,4500.0
293,12638,490.32312620181483,480,7750.0,26,26,0.24344077130364694,0.0,0.0,0.15889673792630318,0.19718659965007912,0.00851046110292407,10,10,1,5,0.0,3500.0,500.0,3750.0
294,12639,514.9343030219883,480,9150.0,30,30,0.0,0.11571946315823993,7.832872102105749,0.14985564667859289,0.33839088821035895,0.31144916366938064,11,9,6,4,0.0,3150.0,3000.0,3000.0
295,12640,463.8534723541534,480,5350.0,21,21,0.0,0.0,0.0,0.11226826411873679,0.1832584350749882,0.08215437612393564,10,6,2,3,0.0,2100.0,1000.0,2250.0
296,12641,480.6972296935946,480,7700.0,24,24,0.21321827928262138,0.0,0.0,0.14352835727372062,0.19840536529180147,0.08136484898228154,9,7,3,5,0.0,2450.0,1500.0,3750.0
297,12642,487.4000494821182,480,7050.0,25,25,0.0,0.0,0.0,0.1571182335641999,0.30626555223190555,0.004522187826434779,11,8,1,5,0.0,2800.0,500.0,3750.0
298,12643,491.6901985717217,480,4900.0,28,28,0.2449809853071367,0.038040865842896954,0.0,0.14898065070791455,0.3224410462340004,0.166496155695734,19,4,1,4,0.0,1400.0,500.0,3000.0
299,12644,496.8429365685844,480,5200.0,17,17,0.0,0.0,0.0,0.13573707441309388,0.11984571858843349,0.0,9,2,0,6,0.0,700.0,0.0,4500.0
300,12645,494.13874776644803,480,4050.0,21,21,0.0,0.0,2.5017349356681513,0.1165403758686189,0.19748481288178332,0.0789666529669968,13,3,3,2,0.0,1050.0,1500.0,1500.0
301,12646,501.53591995328816,480,7600.0,25,25,0.0511894411226308,0.0,2.8909420124177103,0.14880763067295827,0.20566422643604967,0.057090386824678596,11,6,2,6,0.0,2100.0,1000.0,4500.0
302,12647,505.0988312147647,480,5000.0,25,25,0.0,0.19924089387006916,17.736946887224406,0.1446110177571986,0.3022404452896283,0.14220089609897504,15,5,2,3,0.0,1750.0,1000.0,2250.0
303,12648,483.3659865186105,480,4500.0,19,19,0.0,0.0,0.0,0.11895276022407356,0.19422362813965777,0.001169779434805895,10,5,1,3,0.0,1750.0,500.0,2250.0
304,12649,479.24149383365517,480,5300.0,20,20,0.26257143828091783,0.0,0.0,0.13971430202545715,0.09058166098368285,0.1039817373879668,11,3,1,5,0.0,1050.0,500.0,3750.0
305,12650,467.031804189692,480,2950.0,10,10,0.0,0.0,0.0,0.05490988919243886,0.08963018370360089,0.0,5,2,0,3,0.0,700.0,0.0,2250.0
306,12651,468.35773406531445,480,4950.0,24,24,0.18724618089945486,0.0,5.5583287369653505,0.1430962133883332,0.23835034092760457,0.25768318054030853,15,2,4,3,0.0,700.0,2000.0,2250.0
307,12652,523.0705274617208,480,4000.0,21,21,0.0,0.0,17.26107316488628,0.10807882529069954,0.20623738382159515,0.29971946035283575,12,5,3,1,0.0,1750.0,1500.0,750.0
308,12653,513.8556922861463,480,5000.0,22,22,0.0,0.25080873416728494,2.7114078432847464,0.1165343893007065,0.26292601629345297,0.08370614902864829,12,5,2,3,0.0,1750.0,1000.0,2250.0
309,12654,545.0696930585831,480,5750.0,26,26,0.29430403895040275,0.0,4.903739058002157,0.13674823184601115,0.24305178429919072,0.22487686393856912,14,5,5,2,0.0,1750.0,2500.0,1500.0
310,12655,489.9540278631103,480,7450.0,21,21,0.054702509075725846,0.0,0.0,0.14075201419373373,0.15941150661192344,0.045696497152588854,7,7,1,6,0.0,2450.0,500.0,4500.0
311,12656,491.1351250946256,480,8100.0,25,25,0.0,0.30692345626671447,1.3732701624411021,0.14259925470934318,0.19507990516701373,0.13287904697116676,10,6,3,6,0.0,2100.0,1500.0,4500.0
312,12657,506.6081116718356,480,7950.0,23,23,0.0,0.0,0.0,0.14204469006776227,0.12378287506710442,0.06491077284369821,8,7,2,6,0.0,2450.0,1000.0,4500.0
313,12658,475.55783393018805,480,7000.0,21,21,0.0009387394182264567,0.0,0.0,0.14521246377860492,0.12163391336858481,0.0747704303247849,8,5,3,5,0.0,1750.0,1500.0,3750.0
314,12659,510.0625084899848,480,6100.0,30,30,0.1064060116106745,0.0,0.0,0.17123540311590862,0.3855882598719463,0.09645612681768358,18,6,2,4,0.0,2100.0,1000.0,3000.0
315,12660,542.2960401244989,480,5900.0,22,22,0.0,0.0,0.0,0.13196530717326685,0.12612871483237717,0.18593360170556264,11,4,3,4,0.0,1400.0,1500.0,3000.0
316,12661,459.81304980299626,480,7000.0,29,29,0.27583730253482386,0.0,0.0,0.18692193069670748,0.25021517785734326,0.10201652590292916,16,5,3,5,0.0,1750.0,1500.0,3750.0
317,12662,487.51910037075527,480,5100.0,14,14,0.0,0.0,0.0,0.0925064334111845,0.14888735766177036,0.0,4,6,0,4,0.0,2100.0,0.0,3000.0
318,12663,480.92595786038515,480,4450.0,21,21,0.09566417618213206,0.0,0.0,0.12248619744963851,0.29502673764068515,0.0022504877935135485,11,7,1,2,0.0,2450.0,500.0,1500.0
319,12664,477.446342721787,480,11450.0,34,34,0.06525589204985452,0.3855873538690739,0.0,0.21252075139488374,0.29378675577826036,0.22145246748869243,11,12,4,7,0.0,4200.0,2000.0,5250.0
320,12665,477.7880972163888,480,6500.0,20,20,0.09417391578406295,0.0,0.0,0.12379795515310467,0.1416753215238292,0.0712329484736541,8,5,2,5,0.0,1750.0,1000.0,3750.0
321,12666,366.8856156313651,480,1850.0,9,9,0.0,0.0,0.0,0.08081470369712326,0.11836386967479617,0.0,6,1,0,2,0.0,350.0,0.0,1500.0
322,12667,453.708613141582,480,6750.0,24,24,0.317827276748434,0.0,0.0,0.158771846839057,0.2036694872956316,0.05485408162059137,12,5,1,6,0.0,1750.0,500.0,4500.0
323,12668,483.33344551966707,480,6850.0,23,23,0.6915784497524784,0.0,0.0,0.16167262890842354,0.19715697514410946,0.025560137368327258,10,6,2,5,0.0,2100.0,1000.0,3750.0
324,12669,491.20120171229325,480,8450.0,23,23,0.0,0.0,1.6749044420437258,0.14595131233845862,0.17379165731415305,0.19298203122632174,7,7,3,6,0.0,2450.0,1500.0,4500.0
325,12670,429.7421650103873,480,6350.0,24,24,0.18037900752873645,0.0,0.0,0.19046585098726798,0.3376918067721468,0.0006098253868742024,12,6,1,5,0.0,2100.0,500.0,3750.0
326,12671,457.4935529175015,480,6550.0,22,22,0.10554708660144546,0.0,0.0,0.14487922722447724,0.19037468279268419,0.05575184427043196,11,3,2,6,0.0,1050.0,1000.0,4500.0
327,12672,489.3716873729278,480,4200.0,15,15,0.0,0.0,0.0,0.08059973617798814,0.1715171092707238,0.04377566622625096,5,7,2,1,0.0,2450.0,1000.0,750.0
328,12673,472.04421385413224,480,7650.0,22,22,0.03993487888322795,0.0,0.8963887127446413,0.15213453366876914,0.13803681724256225,0.1449199840497064,8,4,5,5,0.0,1400.0,2500.0,3750.0
329,12674,479.2624890010869,480,5000.0,21,21,0.015398275916695747,0.0,0.0,0.1254363175560896,0.21731828034988404,0.02619567622481397,11,5,2,3,0.0,1750.0,1000.0,2250.0
330,12675,460.3126610236595,480,8250.0,24,24,0.12919018777440527,0.0,0.0,0.18724005477785644,0.17305044842622788,0.019587368765818812,10,5,1,8,0.0,1750.0,500.0,6000.0
331,12676,475.0193142966062,480,6150.0,22,22,0.0,0.0,0.0,0.14758008683294566,0.16138444786503528,0.08440480572798797,11,4,2,5,0.0,1400.0,1000.0,3750.0
332,12677,483.02009138798434,480,6400.0,17,17,0.0,0.0,0.0,0.1195532537561876,0.11171179335245576,0.11834466847129459,5,4,4,4,0.0,1400.0,2000.0,3000.0
333,12678,499.6992801713044,480,6300.0,35,35,0.132834563436748,0.2653409851031217,14.73951425405743,0.19152243892132198,0.2879054317323432,0.18269687990176608,24,3,3,5,0.0,1050.0,1500.0,3750.0
334,12679,494.08179758542235,480,5800.0,24,24,0.0,0.0,0.0,0.14310942246454447,0.24376460105872444,0.09251349902015649,11,8,3,2,0.0,2800.0,1500.0,1500.0
335,12680,458.6008660733748,480,7550.0,23,23,0.0,0.0,0.0,0.15347677744924407,0.20454199990403496,0.05384857457235714,10,3,4,6,0.0,1050.0,2000.0,4500.0
336,12681,433.87487382723594,480,5800.0,15,15,0.0,0.0,0.0,0.12340550521561286,0.09215767707089738,0.07347578932871866,5,3,2,5,0.0,1050.0,1000.0,3750.0
337,12682,466.3717090782997,480,6900.0,25,25,0.0,0.0,12.996153321576998,0.141776500231889,0.34282092956101207,0.1576296578408114,10,9,3,3,0.0,3150.0,1500.0,2250.0
338,12683,549.6944661294616,480,5700.0,20,20,0.3369728993872371,0.0,0.0,0.11116972909851192,0.21408445504185922,0.02131630010510855,8,7,2,3,0.0,2450.0,1000.0,2250.0
339,12684,490.2133342666973,480,7050.0,21,21,0.0,0.0,0.0,0.12489180657992618,0.16102091636984467,0.049925938654533736,7,8,1,5,0.0,2800.0,500.0,3750.0
340,12685,472.7968945971192,480,6200.0,20,20,0.0,0.0,0.0,0.12770596661657815,0.2177889214246331,0.05566534975704145,7,7,3,3,0.0,2450.0,1500.0,2250.0
341,12686,462.3165437615384,480,5550.0,22,22,0.0,0.0,0.0,0.13581682852816207,0.20084562416068438,0.02920907335237231,10,8,1,3,0.0,2800.0,500.0,2250.0
342,12687,488.1995993019383,480,4900.0,19,19,0.0,0.0,0.0,0.1166916840670284,0.2274227439876872,0.021396540188023887,10,4,1,4,0.0,1400.0,500.0,3000.0
343,12688,493.78693322032564,480,6750.0,26,26,0.1593474240023223,0.0,0.0,0.138031609244814,0.30730846842461196,0.15243376209371579,13,5,4,4,0.0,1750.0,2000.0,3000.0
344,12689,518.4596098687564,480,3700.0,20,20,0.2980431288664079,0.0,0.0,0.11345818418421981,0.23538102287843563,0.1024973783999855,14,2,0,4,0.0,700.0,0.0,3000.0
345,12690,507.4671074166284,480,6150.0,23,23,0.0269640583555417,0.0,0.0,0.14339415847229764,0.22094771676388336,0.10339939213648058,12,4,2,5,0.0,1400.0,1000.0,3750.0
346,12691,468.1250741137627,480,8300.0,26,26,0.07839967338673895,0.0,0.0,0.18389764218829954,0.16759572949396917,0.03865220450553934,10,8,2,6,0.0,2800.0,1000.0,4500.0
347,12692,517.3793236946673,480,5350.0,21,21,0.0,0.0,0.9233884716425621,0.10140579282748031,0.253223441773017,0.043019370103510764,9,6,5,1,0.0,2100.0,2500.0,750.0
348,12693,459.6813753488793,480,4900.0,24,24,0.0,0.0,0.0,0.14319556189497792,0.23871504114087724,0.16873336981087084,14,4,4,2,0.0,1400.0,2000.0,1500.0
349,12694,514.030637203004,480,9550.0,31,31,0.02260316530928303,0.0,0.7810252120305942,0.16488048992166562,0.19410542615096565,0.11983445764027553,12,8,6,5,0.0,2800.0,3000.0,3750.0
350,12695,512.1431073788976,480,7750.0,25,25,0.0,0.0,0.0,0.15579028749514665,0.3177932245823183,0.0025011320534038565,9,10,1,5,0.0,3500.0,500.0,3750.0
351,12696,491.6765170395103,480,7250.0,21,21,0.26306505119814955,0.0,0.0,0.13954697519008805,0.08674824857353007,0.04315033088895771,8,5,2,6,0.0,1750.0,1000.0,4500.0
352,12697,516.2248599331007,480,6550.0,25,25,0.0,0.3950537418159712,0.0,0.15421141652199832,0.29301386822806663,0.12355057626548734,14,3,2,6,0.0,1050.0,1000.0,4500.0
353,12698,476.9368966322895,480,6000.0,18,18,0.23075426729241777,0.0,0.3404627287461892,0.11047264223113684,0.08454520154911593,0.07029222751606563,6,5,4,3,0.0,1750.0,2000.0,2250.0
354,12699,501.0891457674825,480,6300.0,26,26,0.3385136211309758,0.0,0.0,0.16819783720838052,0.3696168583220487,0.13712947046376447,13,8,1,4,0.0,2800.0,500.0,3000.0
355,12700,536.9001420307766,480,6600.0,27,27,0.26027763834628315,0.0,0.0,0.147570286582927,0.3096756416586724,0.02446493451429658,12,11,1,3,0.0,3850.0,500.0,2250.0
356,12701,501.82595566743026,480,7050.0,21,21,0.18756389047457236,0.0,0.0,0.14065669227832964,0.2760190321511882,0.010651934560756244,7,8,1,5,0.0,2800.0,500.0,3750.0
357,12702,528.4345119972469,480,8150.0,24,24,0.0,0.0,0.0,0.1638576714918284,0.13326450974350287,0.2179648723098274,9,4,6,5,0.0,1400.0,3000.0,3750.0
358,12703,493.6294684026151,480,9400.0,27,27,0.0,0.0,3.3277422557526677,0.16381921315628972,0.185961449043219,0.22717280768603837,11,4,4,8,0.0,1400.0,2000.0,6000.0
359,12704,461.1113577047944,480,6350.0,24,24,0.0,0.0,0.0,0.1626946894601118,0.22408993739159294,0.03686604449954716,12,6,1,5,0.0,2100.0,500.0,3750.0
360,12705,496.9496487388733,480,7050.0,20,20,0.0,0.0,0.0,0.13397591506805961,0.13994368715990582,0.0,9,3,0,8,0.0,1050.0,0.0,6000.0
361,12706,454.55403069613885,480,7100.0,22,22,0.0,0.0,0.0,0.14983795221717222,0.2592910204735183,0.06484926921385531,9,6,1,6,0.0,2100.0,500.0,4500.0
362,12707,544.245753717902,480,4500.0,20,20,0.213617371571371,0.0,0.0,0.1189991469351578,0.23360912637646844,0.02827374064131621,11,5,1,3,0.0,1750.0,500.0,2250.0
363,12708,474.4738701414594,480,5550.0,13,13,0.0,0.0,0.0,0.08126094755199559,0.08513151382394418,0.054380600584429555,1,8,1,3,0.0,2800.0,500.0,2250.0
364,12709,472.4679785358884,480,6750.0,22,22,0.07800486571793576,0.0,16.35022068226571,0.13547617040665105,0.10504649302142487,0.1880143366773242,9,5,4,4,0.0,1750.0,2000.0,3000.0
365,12710,486.80293820698614,480,5750.0,19,19,0.057001388393171294,0.0,0.0,0.12778494606486276,0.08494731921860986,0.08378152456562322,11,0,1,7,0.0,0.0,500.0,5250.0
366,12711,491.6514110773725,480,5900.0,16,16,0.0,0.0,0.0,0.10051333403156888,0.10288266854675526,0.11060403935918299,5,4,3,4,0.0,1400.0,1500.0,3000.0
367,12712,490.22086372463474,480,6050.0,24,24,0.0,0.0,8.720261846375706,0.14247223921863264,0.2845357693438374,0.09281768811283525,11,8,2,3,0.0,2800.0,1000.0,2250.0
368,12713,462.4947231880618,480,8200.0,24,24,0.0,0.0,0.0,0.1674771564391054,0.2191710392970849,0.030917788239017155,9,7,1,7,0.0,2450.0,500.0,5250.0
369,12714,479.67184572023336,480,7800.0,33,33,0.531908439015984,0.2642446084241783,76.89466918552301,0.20111123556827215,0.29475769611184194,0.21499944509256214,18,8,1,6,0.0,2800.0,500.0,4500.0
370,12715,508.48264633838545,480,3900.0,14,14,0.0,0.0,0.0,0.08218793818315318,0.1262793072153366,0.07296071733606276,6,4,2,2,0.0,1400.0,1000.0,1500.0
371,12716,510.8074437791353,480,5050.0,22,22,0.1435414741192221,0.0,0.0,0.12056503218171194,0.16901690846500594,0.10703025540024598,10,8,3,1,0.0,2800.0,1500.0,750.0
372,12717,487.97505837514376,480,4700.0,14,14,0.0,0.0,0.0,0.08489784445478252,0.05544122233491747,0.061924678310649156,6,2,2,4,0.0,700.0,1000.0,3000.0
373,12718,496.883044840157,480,4150.0,18,18,0.0,0.0,0.0,0.10578986800733824,0.15708732937682116,0.025884290902732282,10,4,1,3,0.0,1400.0,500.0,2250.0
374,12719,476.3590209486035,480,2650.0,16,16,0.0,0.0,0.0,0.08810084698067215,0.2581528474780435,0.07385037211561823,10,4,1,1,0.0,1400.0,500.0,750.0
375,12720,524.58252640008,480,7000.0,22,22,0.21156284144387882,0.0,0.0,0.14795862955127578,0.21919785924426752,0.050857132803902985,9,5,3,5,0.0,1750.0,1500.0,3750.0
376,12721,477.2501041640435,480,7850.0,25,25,0.0,0.0,0.0,0.1676142828606343,0.28134793857883594,0.08170402797423298,11,6,1,7,0.0,2100.0,500.0,5250.0
377,12722,502.03269951569814,480,6450.0,27,27,0.0,0.0,0.0,0.15632118215143742,0.29417287750847115,0.10915847719882599,17,2,1,7,0.0,700.0,500.0,5250.0
378,12723,492.9679875465062,480,7250.0,20,20,0.3671652344537989,0.0,0.0,0.1367264048926091,0.20442362910718528,0.10548047801664513,7,5,2,6,0.0,1750.0,1000.0,4500.0
379,12724,464.49173515297025,480,7950.0,26,26,0.2794483368885035,0.0,0.0,0.17071320695599998,0.25861454588353394,0.029610842276892372,11,7,2,6,0.0,2450.0,1000.0,4500.0
380,12725,519.758361740208,480,6900.0,26,26,0.025716271701097727,0.0,0.0,0.14408005594838563,0.3150396083867262,0.05893660621143379,12,9,0,5,0.0,3150.0,0.0,3750.0
381,12726,488.6248082331707,480,8600.0,21,21,0.31568422370529126,0.0,0.0,0.14842186484711986,0.1279557256176944,0.0007206771337894008,6,6,1,8,0.0,2100.0,500.0,6000.0
382,12727,502.5425200655578,480,5750.0,21,21,0.16153704380617673,0.0,0.0,0.12990706466685828,0.15679418061286646,0.05060477207801474,10,5,2,4,0.0,1750.0,1000.0,3000.0
383,12728,516.4423791220355,480,7250.0,22,22,0.0,0.09796941795039296,7.826146681826304,0.12545811299722162,0.24657786208387422,0.17962473648368305,8,5,5,4,0.0,1750.0,2500.0,3000.0
384,12729,527.2198183982796,480,7850.0,28,28,0.3493295104712867,0.0,0.0,0.15442903978039685,0.26048739909052065,0.2236313547830218,13,6,4,5,0.0,2100.0,2000.0,3750.0
385,12730,473.50378784869804,480,5650.0,20,20,0.0,0.0,0.0,0.13545451563073418,0.15135913930726336,0.016294602031703225,10,4,1,5,0.0,1400.0,500.0,3750.0
386,12731,474.39569117781804,480,4450.0,17,17,0.0,0.0,0.0,0.11311483519828394,0.2333978778232939,0.04670584156835686,10,2,0,5,0.0,700.0,0.0,3750.0
387,12732,529.8967029675453,480,6300.0,15,15,0.0,0.0,0.0,0.093108649603354,0.13514199404693647,0.01928951695981848,4,3,3,5,0.0,1050.0,1500.0,3750.0
388,12733,530.8150408876529,480,6750.0,18,18,0.0,0.0,0.0,0.11546403116439852,0.1316408463493988,0.004344393691958784,6,5,1,6,0.0,1750.0,500.0,4500.0
389,12734,482.3380801337975,480,4900.0,16,16,0.0,0.0,0.0,0.10561080797834185,0.1789196281447125,0.027256384342490985,7,4,1,4,0.0,1400.0,500.0,3000.0
390,12735,496.93409648643706,480,5200.0,21,21,0.1509398912193552,0.0,0.0,0.12983993315310915,0.1360858415690342,0.031842222536159946,12,2,3,4,0.0,700.0,1500.0,3000.0
391,12736,518.3955101615902,480,6100.0,20,20,0.0,0.0,0.0,0.12009712149543939,0.17675686204726376,0.07005345067939933,8,6,2,4,0.0,2100.0,1000.0,3000.0
392,12737,490.11613210370535,480,10000.0,32,32,0.15206678560106113,0.0,0.0,0.20317659800783613,0.24467493636097642,0.0208325839775167,13,10,1,8,0.0,3500.0,500.0,6000.0
393,12738,472.68874960351417,480,7550.0,26,26,0.0,0.0,0.0,0.17244358543745925,0.23947386827696535,0.17920387158560572,11,8,2,5,0.0,2800.0,1000.0,3750.0
394,12739,462.5826205731247,480,5650.0,19,19,0.0,0.0,0.0,0.10746654499853195,0.2063546422089497,0.03176067621101113,9,4,1,5,0.0,1400.0,500.0,3750.0
395,12740,449.64311495487186,480,6400.0,27,27,0.12538975688950257,0.0,0.0,0.1715758052276823,0.33565375810680725,0.35462540822941246,13,9,2,3,0.0,3150.0,1000.0,2250.0
396,12741,499.65256435693766,480,6800.0,22,22,0.011665403637254263,0.0,0.5777747373681024,0.12386318640560598,0.17991295355811357,0.10741690102354637,10,3,4,5,0.0,1050.0,2000.0,3750.0
397,12742,432.32457496105707,480,6900.0,20,20,0.0,0.0,12.200869271091591,0.14138100443338708,0.191272335536842,0.1307304153861049,8,4,2,6,0.0,1400.0,1000.0,4500.0
398,12743,504.9453539708305,480,6600.0,21,21,0.0,0.0,3.137436659787189,0.11878792695405707,0.13632925774758448,0.052080119464779265,8,6,3,4,0.0,2100.0,1500.0,3000.0
399,12744,473.0493481459527,480,8550.0,26,26,0.0,0.0,0.0,0.18001256924008346,0.18035912106695143,0.11686107719397332,12,3,3,8,0.0,1050.0,1500.0,6000.0
400,12745,502.0386865038235,480,6750.0,19,19,0.0,0.0,0.0,0.12150596845106305,0.10446160173111244,0.020083353498145336,7,5,1,6,0.0,1750.0,500.0,4500.0
401,12746,486.701598678598,480,7150.0,32,32,0.13550499664767734,0.0,6.787302222060305,0.19044592201592053,0.36269660536787546,0.17062514963760037,17,9,2,4,0.0,3150.0,1000.0,3000.0
402,12747,440.5156261303986,480,5150.0,15,15,0.0,0.0,0.0,0.10018065121742169,0.14354925634498641,0.18007645157117844,5,4,3,3,0.0,1400.0,1500.0,2250.0
403,12748,519.8384297595205,480,5900.0,23,23,0.0,0.0,0.0,0.13587827071284006,0.1728153654474019,0.1463564574128376,12,4,3,4,0.0,1400.0,1500.0,3000.0
404,12749,507.02398946151845,480,6850.0,20,20,0.0,0.0,0.0,0.09550936350068007,0.15423461694406146,0.1475491601694529,6,6,5,3,0.0,2100.0,2500.0,2250.0
405,12750,455.93710491044527,480,3800.0,22,22,0.0,0.8023447467316404,0.0,0.11950710027984958,0.3022420351918189,0.21070019709826676,14,3,4,1,0.0,1050.0,2000.0,750.0
406,12751,493.8942461559763,480,6400.0,25,25,0.21101416452269406,0.0,0.0,0.16945518584532895,0.22797033354873544,0.011707642525666986,14,4,1,6,0.0,1400.0,500.0,4500.0
407,12752,447.81402052679863,480,6100.0,22,22,0.0,0.0,0.0,0.12805716711306686,0.14402008083694945,0.05609430587409555,10,6,2,4,0.0,2100.0,1000.0,3000.0
408,12753,450.63236041164765,480,4650.0,17,17,0.0,0.0,0.0,0.10935749233537173,0.1412583317367601,0.07888509629174578,8,4,2,3,0.0,1400.0,1000.0,2250.0
409,12754,511.3207871768449,480,4900.0,15,15,0.21347229692822037,0.0,0.0,0.08325602510941744,0.160845501328973,0.011098817530366468,6,4,1,4,0.0,1400.0,500.0,3000.0
410,12755,510.1845701686031,480,5150.0,25,25,0.0,0.0,0.0,0.13144262195113757,0.24941273889341367,0.00567656950392916,13,9,1,2,0.0,3150.0,500.0,1500.0
411,12756,470.3588750727533,480,7550.0,19,19,0.08575054340780908,0.0,0.0,0.13059890322315684,0.09842485595360718,0.021876603385349545,7,3,1,8,0.0,1050.0,500.0,6000.0
412,12757,506.61390432675717,480,5600.0,25,25,0.20929236476268046,0.0,0.0,0.14047265293088668,0.24362609468942445,0.0011764282289382015,14,6,1,4,0.0,2100.0,500.0,3000.0
413,12758,522.3190299409056,480,5150.0,23,23,0.0,0.0,0.7731556311858773,0.13002782473481378,0.2196369628642222,0.11124867027237795,13,4,3,3,0.0,1400.0,1500.0,2250.0
414,12759,469.9164367023323,480,5850.0,22,22,0.14622712453735237,0.0,0.0,0.1369381037560923,0.30874894158065447,0.12449560588831932,10,6,3,3,0.0,2100.0,1500.0,2250.0
415,12760,489.9625188231063,480,5900.0,21,21,0.11721489732048392,0.0,0.0,0.10969689702164133,0.24450200560129776,0.03287891295722565,8,9,1,3,0.0,3150.0,500.0,2250.0
416,12761,464.8300858840166,480,4300.0,18,18,0.023376282613804103,0.66689703512953,0.0,0.10073650147771229,0.2342134367444545,0.07393446651806394,8,8,0,2,0.0,2800.0,0.0,1500.0
417,12762,500.7525532264326,480,5900.0,26,26,0.19489274184066885,0.0,4.5923955781786105,0.16355095762745617,0.29732180755837745,0.06777260664297244,13,9,1,3,0.0,3150.0,500.0,2250.0
418,12763,437.230666572973,480,7500.0,31,31,0.08578946862874796,0.9552220517310865,0.0,0.20647976607217858,0.43057396360107764,0.2886991887081988,15,10,2,4,0.0,3500.0,1000.0,3000.0
419,12764,478.852577480649,480,6450.0,19,19,0.0,0.0,0.0,0.13794313086226995,0.06950270685144008,0.1339258950557884,8,2,4,5,0.0,700.0,2000.0,3750.0
420,12765,467.9671295934923,480,5000.0,20,20,0.0,0.0,0.0,0.13169222369820485,0.2553725191065519,0.06852229968693549,10,5,2,3,0.0,1750.0,1000.0,2250.0
421,12766,447.8756973721058,480,5800.0,21,21,0.2627037148566382,0.0,9.137663411272475,0.1334407829787265,0.17158557516083686,0.1445856221367977,8,8,3,2,0.0,2800.0,1500.0,1500.0
422,12767,498.67161065384903,480,5450.0,23,23,0.0,0.0,0.0,0.12356897180708604,0.3418979143506249,0.061585396377570475,11,7,3,2,0.0,2450.0,1500.0,1500.0
423,12768,501.7189930175137,480,6450.0,33,33,0.0,0.0,0.0,0.1778069994418247,0.3935410638972721,0.14037856727471112,20,7,2,4,0.0,2450.0,1000.0,3000.0
424,12769,521.1611919345531,480,6250.0,27,27,0.35004437239664266,0.0,8.134198857595692,0.13703108678698625,0.374074270521347,0.11802295893321159,12,10,4,1,0.0,3500.0,2000.0,750.0
425,12770,476.6139339417053,480,7100.0,24,24,0.0,0.0,5.493571269808204,0.147344676382488,0.20089907552717345,0.23493596759614177,9,6,7,2,0.0,2100.0,3500.0,1500.0
426,12771,441.1675430991108,480,9200.0,25,25,0.17174639817903453,0.0,0.0,0.1939435349498021,0.19644366892573417,0.0,9,7,0,9,0.0,2450.0,0.0,6750.0
427,12772,501.911365229045,480,6950.0,27,27,0.5374424344193535,0.3574165399687767,14.111732417696658,0.17129797048306541,0.2682406079927681,0.22722040628929335,16,2,2,7,0.0,700.0,1000.0,5250.0
428,12773,471.59774923184705,480,5700.0,22,22,0.0,0.0,0.0,0.1234932954967827,0.2647991768891438,0.09195173459312278,10,7,2,3,0.0,2450.0,1000.0,2250.0
429,12774,474.28299986861794,480,9450.0,27,27,0.053761575361452034,0.1574775038935634,3.389903269184208,0.17665454749466852,0.21227182821185,0.19594100885797022,9,7,5,6,0.0,2450.0,2500.0,4500.0
430,12775,523.1279252238749,480,4200.0,22,22,0.08749741240047305,0.0,0.0,0.12875295141184184,0.20237797100076801,0.00011262824449674233,15,2,1,4,0.0,700.0,500.0,3000.0
431,12776,515.3006160151497,480,5800.0,29,29,0.0,0.0,0.0,0.15927006926815743,0.3531444630184249,0.06061083643707145,17,8,0,4,0.0,2800.0,0.0,3000.0
432,12777,486.66288745147654,480,5150.0,26,26,0.3359298874192645,0.0,0.0,0.16337256570753422,0.24714961711683509,0.03343546061748519,14,9,1,2,0.0,3150.0,500.0,1500.0
433,12778,489.5973015267407,480,7900.0,28,28,0.09012178767278962,0.0,18.63073620277486,0.166697756464908,0.24738705487947849,0.3001864499583784,11,9,5,3,0.0,3150.0,2500.0,2250.0
434,12779,514.014023977305,480,10200.0,31,31,0.005459900922490548,0.46594946257287,0.0,0.19420027618561644,0.35050755194646205,0.16663439424367466,12,7,5,7,0.0,2450.0,2500.0,5250.0
435,12780,493.4143699280471,480,2550.0,21,21,0.42024953825803174,0.0,0.0,0.10599026929882568,0.24765984172957167,0.0,16,3,0,2,0.0,1050.0,0.0,1500.0
436,12781,489.6494188902369,480,7200.0,23,23,0.0,0.0,0.0,0.13386262838930482,0.21247052490337792,0.07015160290059536,9,7,2,5,0.0,2450.0,1000.0,3750.0
437,12782,494.621718325342,480,8000.0,28,28,0.0,0.0,0.0,0.17107503288421777,0.20053410102523883,0.04808930457151476,14,5,2,7,0.0,1750.0,1000.0,5250.0
438,12783,601.4875202589304,480,5100.0,26,26,0.0,0.0,0.0,0.1275536971730845,0.345535039198073,0.17820514641428506,15,6,3,2,0.0,2100.0,1500.0,1500.0
439,12784,477.7820805655884,480,5150.0,17,17,0.0,0.0,0.0,0.11115468447871626,0.21140410191858428,0.0,8,4,0,5,0.0,1400.0,0.0,3750.0
440,12785,552.0376422958682,480,7450.0,26,26,0.029764101961127117,0.0,0.0,0.13270847180968418,0.246309361520557,0.13120406265375947,11,7,4,4,0.0,2450.0,2000.0,3000.0
